S1,S2,S3,S4,S5
3.1533334,13.123871,7.5596576,61.55498,17.154604
3.1566668,13.392061,17.017525,62.694393,16.137434
3.16,13.428932,9.461476,60.037544,17.988592
3.1633334,11.857371,10.001984,62.750877,16.08002
3.1666667,12.205444,8.060676,63.953697,17.023535
3.17,13.330271,13.409299,61.999355,17.984404
3.1733334,13.644234,11.333392,59.256752,14.793618
3.1766667,11.941713,7.4412494,63.380432,16.853737
3.18,12.285694,14.908712,62.079792,16.353197
3.1833334,12.989705,11.047602,61.113533,19.03548
3.1866667,12.113558,8.704507,64.1086,13.796167
3.19,12.616769,10.818715,63.491173,18.302954
3.1933334,11.876803,8.229737,61.25875,14.07652
3.1966667,11.604648,13.583757,63.18201,15.473544
3.2,10.637983,8.94964,59.979954,15.393302
3.2033334,12.762973,11.261977,62.289272,15.746044
3.2066667,12.585556,8.158028,59.72384,17.06899
3.21,13.20054,12.869109,59.785404,16.764719
3.2133334,12.919095,9.781033,60.05419,18.051565
3.2166667,12.651873,8.969305,62.64972,16.23776
3.22,12.15903,10.863489,60.831367,17.260122
3.2233334,13.304816,9.757994,59.29246,17.312033
3.2266667,13.63546,9.015007,60.029,18.439682
3.23,12.66612,11.506258,59.247482,15.903481
3.2333333,11.26633,10.135203,58.82912,18.017544
3.2366667,10.548878,10.326811,60.57423,17.468538
3.24,13.298907,9.237302,58.445404,16.832445
3.2433333,12.62849,9.8436985,57.270134,17.663885
3.2466667,14.358157,9.88273,57.768513,15.572971
3.25,13.120597,8.411814,59.12399,16.750586
3.2533333,13.043338,12.6691475,57.271458,15.566834
3.2566667,13.540366,10.273724,56.26039,19.431103
3.26,14.396007,9.469173,59.715115,16.413612
3.2633333,12.560467,10.33649,58.03568,18.135427
3.2666667,13.700805,9.421735,58.827015,15.839542
3.27,14.3728075,10.091627,60.556152,18.923895
3.2733333,13.045481,9.404257,58.868366,16.57747
3.2766666,12.235062,9.149207,59.272675,18.687368
3.28,12.2338705,9.918667,57.909687,14.981123
3.2833333,13.562959,10.281815,57.380688,19.553673
3.2866666,13.959352,10.099136,57.57944,14.8003845
3.29,12.292658,10.058784,56.21612,19.543995
3.2933333,12.867443,9.379542,56.946022,16.468943
3.2966666,12.141644,11.200811,56.31035,19.056173
3.3,12.777435,7.2948775,56.84529,17.195004
3.3033333,12.247188,14.679548,58.738266,17.455719
3.3066666,13.86165,11.357596,59.159103,16.607151
3.31,13.209334,7.371307,67.01002,17.11762
3.3133333,12.911427,15.765432,65.657326,17.032404
3.3166666,12.330072,9.980032,60.654713,18.266546
3.32,11.323415,7.9555807,66.29015,17.056265
3.3233333,11.481522,13.838106,64.55648,18.266245
3.3266666,13.210096,9.162793,64.32456,16.44421
3.33,13.053196,10.5934925,63.641598,17.958866
3.3333333,12.726423,9.186364,61.364895,17.054436
3.3366666,14.613544,11.021259,62.9397,17.781706
3.34,14.318866,7.5510054,62.335484,18.784039
3.3433332,12.1069,17.210474,62.576626,19.57578
3.3466666,12.404255,12.175014,58.761925,18.60274
3.35,12.9592285,8.215416,63.45518,18.417713
3.3533332,14.038376,13.457583,63.323578,17.31085
3.3566666,13.762078,9.303658,59.95631,19.213808
3.36,13.228732,10.031033,63.20347,16.906118
3.3633332,13.705908,9.698933,61.43583,19.074223
3.3666666,12.6984825,9.033982,62.462902,15.281691
3.37,15.3005495,11.807153,60.953556,17.655628
3.3733332,14.291296,9.452147,61.92481,15.718961
3.3766668,12.531634,10.571241,62.925804,18.18067
3.38,12.510109,10.332012,60.146854,16.186695
3.3833334,14.130388,9.607165,58.965187,15.730959
3.3866668,12.051053,9.825121,56.747314,15.851366
3.39,12.964855,8.537982,55.99884,15.909871
3.3933334,15.862605,11.241387,59.83515,17.535606
3.3966668,13.522101,8.753407,58.777546,15.280938
3.4,13.361766,10.980221,62.10324,17.372253
3.4033334,15.454872,9.433339,62.020634,17.592852
3.4066668,13.542472,11.6737175,62.191547,17.491617
3.41,11.56847,9.238641,60.907936,18.550884
3.4133334,13.836673,10.806926,60.975487,17.767998
3.4166667,14.062827,8.507185,58.71011,20.102999
3.42,13.250592,11.720276,60.18132,15.624678
3.4233334,13.413924,9.033914,60.96864,20.578785
3.4266667,12.523037,9.713894,61.515186,17.409143
3.43,12.2151375,8.757485,59.17366,18.065456
3.4333334,13.370685,10.633402,59.698055,16.16111
3.4366667,13.16665,8.626625,61.19727,16.642036
3.44,13.715849,10.440394,63.65689,18.085464
3.4433334,14.343006,9.876503,62.326115,17.791277
3.4466667,12.559701,9.326364,63.767574,18.546234
3.45,13.055332,12.163295,62.83835,17.304525
3.4533334,13.955043,9.826155,60.171364,18.103977
3.4566667,14.802505,11.382854,61.433384,17.073269
3.46,14.136451,9.362595,60.952877,18.416378
3.4633334,13.514775,8.875076,60.09639,18.147425
3.4666667,12.779348,11.406099,58.574696,16.88951
3.47,12.844986,8.717352,60.561604,17.066023
3.4733334,14.412818,11.442395,62.413025,16.94184
3.4766667,12.244759,8.761625,58.22098,17.95484
3.48,11.741064,11.451607,60.20118,18.72781
3.4833333,13.284876,7.7251353,58.473156,18.193487
3.4866667,15.116583,14.515847,60.964733,18.876026
3.49,14.44741,8.267893,61.000366,18.190882
3.4933333,13.603524,13.166566,64.10799,18.58547
3.4966667,12.79446,10.714636,63.189724,18.694744
3.5,13.353614,9.588751,65.56417,19.025497
3.5033333,14.1771145,10.271591,64.40329,18.7745
3.5066667,14.7430935,8.972796,62.96648,19.706137
3.51,13.213979,11.062631,61.70772,18.992495
3.5133333,12.791206,10.608861,59.622566,19.027704
3.5166667,13.160477,10.608476,60.428226,18.947227
3.52,11.580817,8.933101,59.250282,18.779333
3.5233333,13.271298,12.86197,57.969025,16.965359
3.5266666,12.914911,10.452585,56.867016,17.485676
3.53,12.876397,8.078319,58.09985,18.24815
3.5333333,12.616519,11.724507,57.70507,17.848663
3.5366666,13.32239,9.174411,58.08903,16.502039
3.54,14.709526,11.543678,62.019028,18.702005
3.5433333,14.226546,9.704593,59.048798,17.880398
3.5466666,12.808782,10.120002,57.94579,18.768734
3.55,14.889275,9.39391,59.512363,16.954756
3.5533333,16.18361,10.126248,60.784485,19.049065
3.5566666,15.401877,10.500641,61.857635,18.628046
3.56,13.544645,8.079775,62.288918,18.945246
3.5633333,14.477832,13.764492,62.162872,18.800564
3.5666666,12.293802,9.374314,58.482212,19.489332
3.57,14.950502,10.671072,63.27697,18.710245
3.5733333,13.067564,8.215449,62.272232,18.825575
3.5766666,15.102558,12.322336,63.869812,18.377699
3.58,11.788769,8.689143,61.601746,19.193867
3.5833333,14.139704,11.523902,63.8138,17.439388
3.5866666,14.590198,9.00222,63.191723,18.037006
3.59,12.786973,10.454709,62.164597,17.26163
3.5933332,14.045409,6.9801297,59.469803,18.4939
3.5966666,12.694247,16.300543,61.661846,18.05249
3.6,13.034208,11.419637,59.83266,19.083654
3.6033332,12.019688,8.586582,66.265755,19.389711
3.6066666,12.888465,11.02072,65.88659,19.700636
3.61,13.457928,8.890577,63.872887,19.493013
3.6133332,14.236674,10.70017,66.404305,18.723013
3.6166666,14.65577,8.907792,64.10225,18.337334
3.62,15.270032,11.762115,63.95997,19.204317
3.6233332,14.069385,9.123104,63.13948,18.764427
3.6266668,13.323136,10.430559,64.45238,18.709824
3.63,12.684235,9.290814,61.422356,17.61151
3.6333334,14.395311,9.155724,62.728943,19.163752
3.6366668,12.975202,11.486542,62.899174,17.298912
3.64,13.4816,9.348454,62.498184,17.347189
3.6433334,13.634476,10.095386,63.615753,18.288858
3.6466668,14.406633,9.769146,61.986034,19.872587
3.65,14.490855,8.673376,60.36071,19.686293
3.6533334,14.56691,12.020299,59.12383,19.148659
3.6566668,13.225188,8.854106,58.224567,20.907333
3.66,12.813931,11.745877,59.581593,18.058054
3.6633334,13.255642,9.001347,60.036594,20.480211
3.6666667,14.437733,9.113775,62.77539,17.900013
3.67,13.368179,10.178246,60.37202,20.257273
3.6733334,13.428145,8.857668,62.64327,18.776392
3.6766667,15.189043,13.507292,63.679173,20.573812
3.68,14.833611,10.424523,61.64577,17.84144
3.6833334,15.576906,6.8296375,63.86575,19.256927
3.6866667,14.148826,17.038267,63.4228,17.387772
3.69,14.285268,12.537499,62.268097,18.385475
3.6933334,15.868473,9.299115,70.48021,17.95919
3.6966667,13.911447,10.767044,68.73475,19.013453
3.7,14.60002,11.33399,68.160835,18.120724
3.7033334,14.18381,7.7090397,66.29556,19.251633
3.7066667,13.839843,14.486143,62.52852,16.65584
3.71,11.735667,11.584149,59.53,18.645187
3.7133334,14.822058,7.536425,66.083694,19.26859
3.7166667,14.873467,14.325292,65.925026,19.108932
3.72,15.174998,10.253545,66.34494,18.27705
3.7233334,15.373309,9.8117695,69.78425,19.961437
3.7266667,13.768463,10.471595,66.39416,17.821304
3.73,15.690879,7.996311,66.35986,17.41617
3.7333333,16.011814,14.672951,66.47346,17.682932
3.7366667,14.568925,10.96347,64.83801,18.215595
3.74,13.021976,10.141497,64.634315,18.719858
3.7433333,16.11667,9.940301,64.49585,18.484154
3.7466667,14.767673,9.794594,64.42266,17.91258
3.75,16.137209,10.12681,64.01744,20.47278
3.7533333,16.899376,10.490774,64.79365,20.04602
3.7566667,14.587483,10.027581,65.35439,19.741077
3.76,13.69409,10.377465,61.75484,20.239029
3.7633333,13.459195,6.9427905,60.475132,19.302938
3.7666667,13.05685,17.4531,61.209255,17.961765
3.77,15.0361395,9.127421,62.209408,19.274422
3.7733333,12.826259,9.821708,68.14677,19.347622
3.7766666,14.791476,8.100038,67.07077,17.518213
3.78,15.41195,12.561246,67.77407,18.98062
3.7833333,14.186565,8.122727,66.0659,18.601767
3.7866666,14.706765,13.60778,69.06875,19.509949
3.79,15.109769,9.569462,65.1926,17.62983
3.7933333,13.359578,10.189695,66.7435,18.964275
3.7966666,14.877171,7.7210617,65.33178,18.256866
3.8,15.588314,13.936229,65.5933,20.575737
3.8033333,15.357938,10.824294,63.853096,18.164274
3.8066666,13.974834,7.9498034,66.23515,19.758183
3.81,13.58115,13.430392,65.00275,18.406752
3.8133333,15.113415,10.195945,62.954548,20.634127
3.8166666,14.119292,11.321879,66.76204,19.164686
3.82,14.035669,9.572511,66.69885,21.067305
3.8233333,14.844805,9.202886,63.534878,21.065956
3.8266666,14.312122,10.6875305,60.82047,19.50331
3.83,14.111445,9.092299,61.342945,20.422962
3.8333333,15.025068,9.455415,61.724564,19.807411
3.8366666,13.154612,10.52424,60.892677,21.197355
3.84,14.809986,9.71951,60.747036,19.32385
3.8433332,13.349147,8.581231,61.51865,21.491209
3.8466666,13.674156,12.062907,60.904793,19.521767
3.85,15.893209,9.961348,62.699936,22.172594
3.8533332,15.535356,10.763495,64.64063,20.623247
3.8566666,16.669003,11.467922,64.27349,20.312754
3.86,15.588474,9.526466,62.500652,21.192165
3.8633332,15.058724,10.256304,61.703484,21.065609
3.8666666,14.516576,8.084661,60.731575,20.752974
3.87,16.195152,14.200519,64.32321,21.562923
3.8733332,17.721758,11.445541,63.853508,21.65772
3.8766668,13.766415,9.234109,65.75922,19.415394
3.88,15.15454,10.53506,64.551506,21.143873
3.8833334,15.12179,10.000774,63.914276,18.762302
3.8866668,12.897912,8.957033,63.601547,21.102318
3.89,14.3546295,8.914246,63.70674,21.000687
3.8933334,14.810769,12.011861,61.725304,19.074951
3.8966668,14.921688,8.665668,63.3076,20.673939
3.9,15.647924,11.19439,65.188515,20.598747
3.9033334,15.862236,9.025337,66.73677,19.059525
3.9066668,15.188513,11.084405,68.025826,20.88471
3.91,15.505594,9.072867,64.70095,19.479334
3.9133334,13.804441,11.406251,64.29549,19.783209
3.9166667,15.301312,9.550477,63.418488,20.218826
3.92,15.652383,8.998379,65.925575,18.509062
3.9233334,14.533422,9.882749,62.974,20.075912
3.9266667,15.953045,10.454227,64.81209,19.299095
3.93,16.047117,10.56315,66.67312,20.763348
3.9333334,14.975823,9.098222,65.14737,21.126528
3.9366667,14.095048,12.115789,64.69192,20.672485
3.94,15.039483,8.137319,64.39491,20.920828
3.9433334,15.371748,14.494107,64.83945,19.668806
3.9466667,14.954461,12.9672575,62.681267,21.145193
3.95,14.286493,9.8169565,66.45455,19.586615
3.9533334,16.550522,8.778711,66.715996,20.978622
3.9566667,15.641357,10.371675,66.681915,20.884872
3.96,15.141583,8.439433,66.114746,20.728334
3.9633334,14.558256,11.418591,66.20924,19.401342
3.9666667,14.553288,9.233851,65.14656,21.983822
3.97,15.559797,9.616092,69.60357,19.515629
3.9733334,15.170355,10.830862,67.613785,20.871351
3.9766667,15.66746,10.926372,66.71643,19.27421
3.98,15.035828,9.496804,67.13688,21.03844
3.9833333,13.526995,10.12017,62.745502,19.181232
3.9866667,14.892329,9.113031,63.830784,23.235626
3.99,13.191883,10.951371,62.86248,21.632826
3.9933333,15.829749,9.593789,63.494976,21.664696
3.9966667,16.338923,10.818938,63.84851,20.639748
4.0,15.452715,9.125814,64.96094,21.969646
4.0033336,16.480862,10.854972,64.942505,21.047955
4.0066667,16.027012,8.904223,64.5574,19.798468
4.01,14.585551,9.9070835,63.67891,21.363506
4.0133333,15.27449,10.250591,62.148884,18.729036
4.016667,16.13574,8.776888,64.403015,21.380878
4.02,15.297112,11.187984,64.06084,17.670885
4.0233335,16.253923,9.769853,64.04343,21.032324
4.0266666,17.194288,11.298911,65.8373,18.151157
4.03,14.736211,9.162677,63.851936,20.726492
4.0333333,12.812352,12.203012,61.97637,19.647945
4.036667,15.692335,9.663644,62.928387,21.47641
4.04,14.749908,11.029239,63.67052,18.966167
4.0433335,14.200473,10.770631,62.896255,18.70894
4.0466666,15.194834,8.809474,64.61943,20.086208
4.05,15.913304,11.395486,65.42713,19.504786
4.0533333,16.128923,7.158118,63.595104,18.95054
4.056667,15.01194,16.474155,64.49196,20.035824
4.06,15.386383,12.373531,65.48232,17.197786
4.0633335,16.638016,10.924018,72.72478,19.285528
4.0666666,15.483282,9.134359,71.38227,18.24847
4.07,16.289564,10.677628,70.025276,21.406004
4.0733333,15.544216,9.321672,67.91088,19.380365
4.076667,14.561735,12.459694,67.378395,21.203947
4.08,15.293791,9.124121,65.2646,18.038757
4.0833335,14.149997,10.175492,64.04486,21.037296
4.0866666,16.07797,10.58955,66.46179,18.847101
4.09,15.170292,8.390506,66.26268,21.543093
4.0933332,13.915065,11.60513,63.241737,18.919312
4.096667,14.698556,8.197281,62.4313,19.548643
4.1,15.105414,12.05134,64.96507,20.21509
4.1033335,16.66842,11.197187,66.63319,19.558687
4.1066666,15.770593,8.9772835,70.26325,19.914148
4.11,15.107869,11.577189,67.711655,19.565563
4.113333,13.321118,12.187359,62.864635,16.966646
4.116667,14.41019,10.145488,62.55297,21.434242
4.12,14.925093,9.83661,61.96494,18.620842
4.1233335,14.011419,10.348677,59.768696,21.835047
4.1266665,14.609265,8.731557,59.870106,21.305723
4.13,14.882719,12.362667,59.967525,21.896753
4.133333,14.045717,9.878605,59.3157,20.451101
4.136667,15.091199,10.213396,62.001507,22.474035
4.14,15.643037,9.549685,63.541622,20.123854
4.1433334,15.926413,9.38497,64.25161,21.111048
4.1466665,15.986329,11.296866,63.922665,22.119093
4.15,16.007786,8.833376,64.72294,19.578842
4.153333,15.937307,12.413474,66.891884,19.609365
4.1566668,16.38176,9.451471,66.712654,21.597208
4.16,15.090943,11.256691,67.16582,18.261667
4.1633334,14.66167,10.600366,64.60747,21.390537
4.1666665,12.896972,8.972087,64.45743,18.508362
4.17,15.689025,10.087523,63.11384,19.404402
4.173333,14.75344,8.495887,61.870735,18.552248
4.1766667,14.596602,12.310891,64.03293,20.104448
4.18,14.964349,9.330638,64.660416,19.637901
4.1833334,15.998002,11.381305,68.41011,22.053288
4.1866665,14.532661,7.625223,65.827194,18.944107
4.19,15.640623,16.124937,67.49361,20.804918
4.193333,15.657313,12.779462,64.45013,17.590773
4.1966667,16.792042,9.982479,70.26327,22.403362
4.2,14.986857,10.143674,70.560165,19.616854
4.2033334,14.057058,9.895321,66.55833,22.811783
4.2066665,14.963499,10.678425,64.309814,19.17793
4.21,15.464071,9.696278,62.89332,21.6663
4.213333,15.820778,10.873859,62.793175,19.280874
4.2166667,13.804512,6.9893737,62.43191,19.781158
4.22,13.124496,17.64204,61.732166,18.632805
4.2233334,13.928072,12.13881,60.53694,19.53817
4.2266665,17.649101,10.486761,70.23862,20.195835
4.23,15.662262,9.172068,69.428406,18.660345
4.233333,14.652033,9.240742,66.374176,21.319475
4.2366667,17.187908,10.408852,67.99147,19.754438
4.24,17.416834,9.245045,70.15048,21.312195
4.2433333,16.873133,10.664861,68.738716,20.687595
4.2466664,13.668079,9.624391,65.85535,21.549091
4.25,15.043818,10.398955,65.29753,19.602018
4.2533336,15.893149,9.66159,65.01931,21.10626
4.2566667,18.033688,10.774347,68.064255,18.805046
4.26,16.242506,9.5507765,65.972206,20.449345
4.2633333,14.578584,10.537634,64.72251,19.076305
4.266667,16.319674,9.127716,64.79742,21.131079
4.27,14.397111,10.8168745,64.70767,21.894238
4.2733335,14.38853,8.432637,64.693665,20.35827
4.2766666,15.573284,12.438685,67.07386,21.144022
4.28,15.027331,11.120976,65.26602,19.649347
4.2833333,15.83624,9.338924,67.565315,21.217201
4.286667,15.399299,11.008165,67.055336,19.933989
4.29,14.527959,7.9731035,65.10982,21.539656
4.2933335,14.967767,12.920066,64.799805,20.229023
4.2966666,14.783675,9.882589,63.30425,20.040287
4.3,17.11859,9.937457,69.12004,20.137531
4.3033333,15.606189,8.685212,67.52896,19.91274
4.306667,15.797115,11.272141,66.48519,20.570917
4.31,16.384436,8.693067,67.07254,18.24347
4.3133335,15.814821,13.417548,67.59762,20.79993
4.3166666,14.887448,8.817303,65.09449,17.184717
4.32,14.364835,12.74762,65.529915,20.94407
4.3233333,15.326544,10.551179,65.891884,17.207079
4.326667,16.907902,9.617737,68.675735,19.939442
4.33,16.659933,9.406207,67.27681,19.952374
4.3333335,16.16445,10.666833,68.255875,21.33351
4.3366666,13.857256,8.843719,66.47459,21.09673
4.34,14.435202,13.4693165,66.99011,21.108511
4.3433332,15.117534,10.471986,64.89359,21.311039
4.346667,16.791656,8.860266,67.50426,20.749512
4.35,16.265646,10.499665,68.329865,20.925035
4.3533335,16.203718,10.497944,67.51934,20.06763
4.3566666,15.658949,8.818896,67.13506,22.09411
4.36,14.469035,9.925756,64.168396,22.899862
4.363333,15.9789715,10.364524,63.11328,21.65586
4.366667,15.752185,8.63577,65.90889,21.060379
4.37,14.671361,12.502262,63.77571,20.589693
4.3733335,15.265957,9.298995,63.57723,21.206738
4.3766665,18.219526,12.336277,67.4282,20.937033
4.38,15.589605,8.253494,66.3785,20.91345
4.383333,15.126948,15.004551,67.0933,20.923735
4.386667,15.252601,9.883276,66.61569,21.125948
4.39,16.106253,8.698667,68.75272,20.809502
4.3933334,14.634805,11.128739,66.867165,20.470938
4.3966665,14.747726,8.446453,64.48699,18.892143
4.4,15.066121,11.76873,65.77853,21.863468
4.403333,14.653838,8.977036,64.14171,20.336346
4.4066668,15.251602,11.226135,66.09604,20.940672
4.41,15.6333065,8.606786,64.45056,20.326529
4.4133334,16.00456,11.855654,66.062256,21.65073
4.4166665,16.142927,9.457394,64.34356,19.370243
4.42,16.414715,11.180855,67.33131,20.367338
4.423333,13.373569,10.31903,65.33951,18.530787
4.4266667,15.942314,10.467946,64.470985,20.650143
4.43,13.412369,8.639241,61.372078,18.86862
4.4333334,14.410172,12.6147585,61.644463,20.811998
4.4366665,14.909762,9.984788,58.978683,19.268333
4.44,15.493879,9.560212,63.055897,20.346365
4.443333,16.644783,9.878319,63.733505,21.819801
4.4466667,15.177428,9.397984,62.38149,19.923967
4.45,17.516657,11.056608,66.81972,19.93818
4.4533334,16.56213,9.263052,67.80706,19.745405
4.4566665,14.4746685,11.405998,67.29997,19.995337
4.46,14.9189825,8.897711,64.145256,18.935446
4.463333,16.333246,11.486891,65.22529,19.329102
4.4666667,15.749835,11.7141075,64.74671,18.495155
4.47,16.584911,8.738556,66.67034,20.160608
4.4733334,14.847513,11.751621,64.23863,16.603905
4.4766665,14.146109,9.568548,61.709846,20.906149
4.48,15.02015,10.068179,65.87416,18.681198
4.483333,15.861751,10.453527,66.13943,20.803932
4.4866667,14.46338,9.071068,65.39858,20.321297
4.49,16.153444,9.827213,65.72035,18.192572
4.4933333,14.827666,9.144756,64.70296,20.2803
4.4966664,15.78055,9.373,66.807,19.318577
4.5,15.9118595,10.364392,65.50889,19.872381
4.5033336,15.028796,11.058417,68.51486,21.545263
4.5066667,16.415186,8.766836,69.37049,19.597677
4.51,15.678942,11.295462,67.668655,20.910372
4.5133333,15.275101,8.784033,64.7254,21.02352
4.516667,15.125111,11.189334,65.6771,19.26529
4.52,15.208694,9.114211,65.53056,21.32474
4.5233335,14.213056,11.738873,66.308105,19.806032
4.5266666,15.165435,9.91683,65.73953,22.63682
4.53,13.652055,8.802294,64.929726,19.468472
4.5333333,15.027012,10.698748,64.62118,22.40581
4.536667,15.116392,8.950522,64.09188,18.35454
4.54,15.920437,9.779578,66.30032,20.127357
4.5433335,15.912639,10.614262,63.847282,18.594456
4.5466666,15.756478,9.7155075,64.74759,19.705902
4.55,15.930543,9.425799,65.7548,18.978264
4.5533333,15.635582,10.184716,65.356476,18.046444
4.556667,16.021667,9.945519,64.85885,19.098091
4.56,14.034796,9.460584,63.604973,19.786638
4.5633335,14.952152,11.338403,64.38014,20.2968
4.5666666,14.861539,10.692332,64.47956,19.51008
4.57,14.913535,11.422517,64.48939,20.756119
4.5733333,14.722571,8.564702,63.885742,21.45854
4.576667,15.012686,11.368896,61.40818,20.590393
4.58,14.831431,11.936531,60.412086,20.15092
4.5833335,14.137222,10.244661,63.268932,21.456179
4.5866666,15.5935135,10.8198,62.437244,19.894045
4.59,14.785025,9.812211,62.630287,19.90469
4.5933332,16.133959,10.637752,63.411926,19.590084
4.596667,16.05027,10.028887,66.13743,20.026056
4.6,16.029156,10.404296,66.50767,18.99041
4.6033335,16.980032,10.241675,66.5448,20.880337
4.6066666,15.625364,10.103099,64.937775,20.02191
4.61,15.588425,10.207999,64.7989,20.004171
4.613333,15.626975,9.200097,65.91517,19.956644
4.616667,15.45393,11.314565,65.02004,18.508009
4.62,14.716367,9.448761,64.760086,20.396849
4.6233335,15.688795,11.059345,65.50736,18.825178
4.6266665,14.362366,9.930126,64.46318,20.6138
4.63,15.702717,10.44312,65.21188,19.67262
4.633333,15.834208,9.704788,63.55736,19.098955
4.636667,16.801718,9.473392,65.10703,20.705952
4.64,15.496401,11.279279,64.26245,19.448164
4.6433334,15.446982,8.658968,64.884766,21.229782
4.6466665,15.230457,11.323406,64.90274,21.380508
4.65,15.294874,8.421271,63.577026,21.30985
4.653333,14.999424,12.629311,65.56535,20.862541
4.6566668,16.354,8.080939,63.72338,20.719677
4.66,14.969558,13.9657755,66.880775,22.138426
4.6633334,14.978224,10.330056,66.73337,20.112297
4.6666665,15.750437,10.022317,68.81855,20.986315
4.67,16.07992,10.951989,67.26224,20.887615
4.673333,16.068552,9.535391,67.858345,20.616
4.6766667,14.953092,9.593846,66.642914,20.25392
4.68,15.670696,10.174893,63.98014,20.518923
4.6833334,15.576149,9.754549,65.35157,20.335766
4.6866665,13.764053,10.724118,62.479107,21.091738
4.69,16.104784,9.8339205,64.356155,19.987152
4.693333,14.913628,9.816449,65.988144,20.924223
4.6966667,13.632336,8.219614,63.59509,20.85177
4.7,15.377858,13.216772,62.658924,21.6557
4.7033334,14.069723,8.7922945,62.628128,19.97742
4.7066665,14.2943535,11.513007,65.26776,22.697107
4.71,15.314013,8.286235,65.03455,19.366556
4.713333,15.752608,12.322033,69.234436,22.956766
4.7166667,17.36096,7.8137293,69.82363,19.65
4.72,15.791016,15.854222,72.20274,21.610239
4.7233334,17.673212,11.655845,70.56019,21.179092
4.7266665,15.601406,9.484288,72.9809,22.26435
4.73,15.49792,11.912011,69.82033,21.754082
4.733333,14.7052,9.64304,67.240974,21.62028
4.7366667,14.760642,11.306377,65.4051,21.516247
4.74,16.174702,9.73259,65.22046,20.113531
4.7433333,15.545328,10.088702,63.400433,19.896889
4.7466664,15.253364,10.058042,61.04209,21.114119
4.75,15.27418,8.595737,61.595154,20.26728
4.7533336,15.896895,13.854166,62.236237,19.740292
4.7566667,15.477302,9.087683,61.38634,19.509008
4.76,15.55689,9.618602,65.198875,19.386698
4.7633333,14.275559,10.8199005,63.99198,20.588367
4.766667,16.556164,8.601655,67.747826,19.16731
4.77,16.054441,13.221503,67.06942,23.733099
4.7733335,16.10096,8.299298,66.028915,19.98949
4.7766666,15.810844,12.31926,67.38017,23.214981
4.78,15.782432,8.15398,66.14916,21.15641
4.7833333,13.517897,12.189449,65.46284,23.615582
4.786667,13.525097,11.269342,62.86901,23.337648
4.79,16.31191,9.265006,67.83863,23.061424
4.7933335,15.711441,8.709253,65.31502,23.401354
4.7966666,14.991987,10.112985,63.48377,22.385317
4.8,16.094955,10.192199,66.07447,22.38998
4.8033333,16.045435,9.746159,67.81243,20.94756
4.806667,14.657026,10.41903,64.84608,21.121605
4.81,13.878554,10.122545,63.624706,21.497227
4.8133335,14.992194,10.653812,63.350574,20.308548
4.8166666,15.687531,10.148666,63.54107,21.327852
4.82,16.662725,9.882874,66.21199,21.207167
4.8233333,15.495742,8.600155,65.06784,22.440346
4.826667,15.046007,13.236563,63.39587,21.592878
4.83,17.84975,9.728983,65.367676,21.560747
4.8333335,15.674791,11.407593,67.49328,21.146301
4.8366666,15.587912,9.673079,67.300575,19.878174
4.84,15.399627,10.402108,66.04852,21.755903
4.8433332,14.030859,9.508703,62.612103,19.267162
4.846667,14.515184,10.614182,60.291637,21.176193
4.85,12.997409,8.636201,58.64855,20.581217
4.8533335,15.096856,12.690729,59.903923,20.314842
4.8566666,15.880995,7.6112413,61.214134,19.494074
4.86,16.727238,14.285552,63.77764,19.583954
4.863333,17.422518,10.400179,64.71708,19.683577
4.866667,16.230179,8.841395,69.72075,18.16594
4.87,17.320204,10.652314,69.76752,19.965338
4.8733335,15.287472,9.678433,66.914894,17.075943
4.8766665,14.562484,10.005969,68.21264,19.219671
4.88,15.018121,9.679879,68.012474,17.710085
4.883333,15.380976,9.399653,67.9464,20.203838
4.886667,16.470663,10.135018,67.84026,18.378828
4.89,14.535024,8.109531,65.77641,19.926195
4.8933334,14.394332,13.640042,64.21429,18.204855
4.8966665,14.900744,10.28633,65.2513,21.075535
4.9,15.823939,10.127179,65.918655,20.658642
4.903333,15.314032,11.047099,65.537674,22.049107
4.9066668,16.364595,9.54235,67.412796,19.47103
4.91,14.131271,10.191852,65.61575,21.95417
4.9133334,13.795322,9.451564,64.09349,20.289412
4.9166665,15.225861,9.786218,64.512115,21.151745
4.92,16.799122,8.872505,66.20328,20.419703
4.923333,16.266726,8.938684,66.829834,20.634062
4.9266667,14.714851,11.193197,65.12869,20.255291
4.93,17.53862,9.842119,71.327324,19.633898
4.9333334,16.366108,8.748867,71.54138,19.744385
4.9366665,15.176509,11.706249,69.18443,20.989326
4.94,12.973643,8.156878,66.6443,21.59949
4.943333,15.000822,12.928189,66.205925,21.832594
4.9466667,15.766696,8.655107,62.560104,20.467192
4.95,16.989851,12.489687,66.85855,21.274488
4.9533334,14.069938,9.009211,65.50134,19.235508
4.9566665,15.921878,10.102091,66.35331,21.05493
4.96,15.061803,10.302514,64.279144,19.751572
4.963333,14.53254,8.804898,63.904972,19.554785
4.9666667,16.725836,13.0762205,64.177315,21.073935
4.97,17.170527,11.15618,65.39594,19.716969
4.9733334,16.55475,10.045362,68.06968,18.883226
4.9766665,15.638324,8.936603,65.871056,18.7448
4.98,14.5721855,11.828865,63.81248,20.789156
4.983333,17.00701,10.226285,66.32773,19.842764
4.9866667,15.266539,11.049104,67.85745,18.384634
4.99,13.9417515,10.305217,62.640972,21.12683
